2017/08/20-04:00:01:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":179.76646722,"last":14099.99999000,"buy":14003.00001000,"sell":14099.99999000,"date":1503198092}}
2017/08/20-05:00:11:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":178.96991612,"last":14088.00000000,"buy":14008.00000000,"sell":14088.00000000,"date":1503202931}}
2017/08/20-06:00:01:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":169.58428018,"last":14028.00000000,"buy":14028.00000000,"sell":14088.00000000,"date":1503206424}}
2017/08/20-07:00:01:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":169.25725611,"last":14088.00000000,"buy":14030.00000000,"sell":14087.00000000,"date":1503208082}}
2017/08/20-08:00:02:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":168.45782532,"last":14087.00000000,"buy":14005.00000000,"sell":14087.00000000,"date":1503212376}}
2017/08/20-09:00:02:UTC={"ticker":{"high":14269.00000000,"low":13900.00000000,"vol":164.52662290,"last":14087.00000000,"buy":14006.00001000,"sell":14087.00000000,"date":1503216135}}
2017/08/20-10:00:02:UTC={"ticker":{"high":14190.00000000,"low":13900.00000000,"vol":143.56868173,"last":14007.10000000,"buy":14007.10000000,"sell":14088.00000000,"date":1503222737}}
2017/08/20-11:00:02:UTC={"ticker":{"high":14190.00000000,"low":13900.00000000,"vol":142.47774263,"last":14006.00001000,"buy":14006.00001000,"sell":14088.00000000,"date":1503226764}}
2017/08/20-12:00:01:UTC={"ticker":{"high":14190.00000000,"low":13900.00000000,"vol":134.04901197,"last":14088.00000000,"buy":14088.00000000,"sell":14099.65000000,"date":1503230136}}
2017/08/20-13:00:03:UTC={"ticker":{"high":14189.00000000,"low":13900.00000000,"vol":116.22119748,"last":14096.99012000,"buy":14011.00003000,"sell":14096.99012000,"date":1503233899}}
2017/08/20-14:00:01:UTC={"ticker":{"high":14189.00000000,"low":13900.00000000,"vol":112.66867812,"last":14015.00000000,"buy":14015.20000000,"sell":14079.00000000,"date":1503237531}}
2017/08/20-15:00:04:UTC={"ticker":{"high":14173.99999000,"low":13900.00000000,"vol":105.79513798,"last":14077.70000000,"buy":14021.00000000,"sell":14077.70000000,"date":1503241119}}
2017/08/20-16:00:01:UTC={"ticker":{"high":14106.99900000,"low":13900.00000000,"vol":101.56620736,"last":14069.00000000,"buy":14006.00001000,"sell":14069.00000000,"date":1503244774}}
2017/08/20-17:00:02:UTC={"ticker":{"high":14106.99900000,"low":13900.00000000,"vol":90.02396164,"last":14060.00000000,"buy":14006.00001000,"sell":14060.00000000,"date":1503248192}}
2017/08/20-18:00:01:UTC={"ticker":{"high":14106.99900000,"low":13918.00000000,"vol":72.98782822,"last":13967.00000000,"buy":13980.00000000,"sell":14051.00000000,"date":1503251863}}
2017/08/20-19:00:01:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":75.81216945,"last":13946.01000000,"buy":13946.00000000,"sell":14058.98999000,"date":1503255521}}
2017/08/20-20:00:02:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.37395683,"last":14059.00000000,"buy":13972.00000000,"sell":14059.00000000,"date":1503259094}}
2017/08/20-21:00:01:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.24365653,"last":14070.00000000,"buy":13972.00000000,"sell":14070.00000000,"date":1503262599}}
2017/08/20-22:00:02:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.24705880,"last":14070.00000000,"buy":13973.00000000,"sell":14070.00000000,"date":1503262764}}
2017/08/20-23:00:01:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.24705880,"last":14070.00000000,"buy":13973.00000000,"sell":14070.00000000,"date":1503262764}}
2017/08/21-00:00:01:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.24705880,"last":14070.00000000,"buy":13973.00000000,"sell":14070.00000000,"date":1503262764}}
2017/08/21-01:00:01:UTC={"ticker":{"high":14106.99900000,"low":13931.00000000,"vol":78.24705880,"last":14070.00000000,"buy":13973.00000000,"sell":14070.00000000,"date":1503262764}}
2017/08/21-02:00:01:UTC=<!doctype html>
<html>


	<head>
		<title>Mercado Bitcoin - Manuten&ccedil;&atilde;o</title>
		
		<meta charset="utf-8">
		<meta name="description" content="Compra e venda de Bitcoins na maior empresa de moedas digitais do Brasil">
		<meta name="author" content="Time Mercado Bitcoin">
		<meta name="keywords" content="bitcoin, comprar bitcoin, vender bitcoin, bitcoin brasil, stellar">
		<meta name="robots" content="noindex">
		<meta name="viewport" content="width=device-width, initial-scale=1, maximum-scale=1, user-scalable=no">

		<meta http-equiv="Cache-Control" content="no-cache, no-store, must-revalidate" />
		<meta http-equiv="Pragma" content="no-cache" />
		<meta http-equiv="Expires" content="0" />

		<link rel="shortcut icon" href="/img/favicon.ico">
		<meta property="og:image" content="/img/mb-logo-only.png" />
		<meta name="apple-mobile-web-app-capable" content="yes">
		<meta name="apple-mobile-web-app-title" content="MercadoBitcoin">
		<link rel="apple-touch-icon-precomposed" sizes="144x144" href="/img/apple-touch-icon-144-standard.png">
		<link rel="apple-touch-icon-precomposed" sizes="114x114" href="/img/apple-touch-icon-114-standard.png">
		<link rel="apple-touch-icon-precomposed" sizes="72x72" href="/img/apple-touch-icon-72-standard.png">
		<link rel="apple-touch-icon-precomposed" sizes="57x57" href="/img/apple-touch-icon-57-standard.png">
		<link rel="apple-touch-icon-precomposed" href="/img/apple-touch-icon-57-standard.png">
		<style>
			body { background-color: #293b49; color: #fff; margin-top: 110px; text-align: center;}
			.block1 { font-size: 28px; }
			.block2 { font-size: 18px; text-decoration: none; }
			.linkText { text-decoration: underline; color: #fff; }
			.linkText:HOVER { text-decoration: none !important; color: #eee; text-shadow: 1px 1px orange; }
		</style>
	</head>
<body>
	<img src="/img/logotipo_d.png" alt="Mercado Bitcoin" />
	<br/>
	<br/>
	<span class="block1">Estamos em manuten&ccedil;&atilde;o!</span>
	<br/>
